Sample Name,Sample title,BioProject accession,Organism,host,isolation source,collection date,geographic location,latitude and longitude,library,sample type,isolate
oro164244,oro164244,PRJNA518082,not collected,not collected,feces metagenome,2016-09-03,USA: Chichester NH,not applicable,libD,sample,oro164244
oro164245,oro164245,PRJNA518082,not collected,not collected,feces metagenome,2016-09-03,USA: Chichester NH,not applicable,libD,sample,oro164245
oro164246,oro164246,PRJNA518082,not collected,not collected,feces metagenome,2016-09-13,USA: Chichester NH,not applicable,libD,sample,oro164246
oro164247,oro164247,PRJNA518082,not collected,not collected,feces metagenome,2016-09-13,USA: Chichester NH,not applicable,libD,sample,oro164247
oro164248,oro164248,PRJNA518082,not collected,not collected,feces metagenome,2016-09-13,USA: Chichester NH,not applicable,libD,sample,oro164248
oro164250,oro164250,PRJNA518082,not collected,not collected,feces metagenome,2016-09-13,USA: Chichester NH,not applicable,libD,sample,oro164250
oro164251,oro164251,PRJNA518082,not collected,not collected,feces metagenome,2016-09-13,USA: Chichester NH,not applicable,libD,sample,oro164251
oro164252,oro164252,PRJNA518082,not collected,not collected,feces metagenome,2016-09-13,USA: Chichester NH,not applicable,libD,sample,oro164252
oro164253,oro164253,PRJNA518082,not collected,not collected,feces metagenome,2016-09-13,USA: Chichester NH,not applicable,libD,sample,oro164253
oro164254,oro164254,PRJNA518082,not collected,not collected,feces metagenome,2016-09-13,USA: Chichester NH,not applicable,libD,sample,oro164254
oro164255,oro164255,PRJNA518082,not collected,not collected,feces metagenome,2016-09-13,USA: Chichester NH,not applicable,libD,sample,oro164255
oro164256,oro164256,PRJNA518082,not collected,not collected,feces metagenome,2016-09-13,USA: Chichester NH,not applicable,libD,sample,oro164256
oro164257,oro164257,PRJNA518082,not collected,not collected,feces metagenome,2016-09-13,USA: Chichester NH,not applicable,libD,sample,oro164257
oro164258,oro164258,PRJNA518082,not collected,not collected,feces metagenome,2016-09-28,USA: Chichester NH,not applicable,libD,sample,oro164258
oro164259,oro164259,PRJNA518082,not collected,not collected,feces metagenome,2016-09-28,USA: Chichester NH,not applicable,libD,sample,oro164259
oro164261,oro164261,PRJNA518082,not collected,not collected,feces metagenome,2016-09-28,USA: Chichester NH,not applicable,libD,sample,oro164261
oro164262,oro164262,PRJNA518082,not collected,not collected,feces metagenome,2016-09-28,USA: Chichester NH,not applicable,libD,sample,oro164262
oro164263,oro164263,PRJNA518082,not collected,not collected,feces metagenome,2016-09-28,USA: Chichester NH,not applicable,libD,sample,oro164263
oro164264,oro164264,PRJNA518082,not collected,not collected,feces metagenome,2016-09-28,USA: Chichester NH,not applicable,libD,sample,oro164264
oro164265,oro164265,PRJNA518082,not collected,not collected,feces metagenome,2016-09-28,USA: Chichester NH,not applicable,libD,sample,oro164265
oro164266,oro164266,PRJNA518082,not collected,not collected,feces metagenome,2016-09-28,USA: Chichester NH,not applicable,libD,sample,oro164266
oro164267,oro164267,PRJNA518082,not collected,not collected,feces metagenome,2016-09-28,USA: Chichester NH,not applicable,libD,sample,oro164267
oro164268,oro164268,PRJNA518082,not collected,not collected,feces metagenome,2016-09-28,USA: Chichester NH,not applicable,libD,sample,oro164268
oro164269,oro164269,PRJNA518082,not collected,not collected,feces metagenome,2016-09-28,USA: Chichester NH,not applicable,libD,sample,oro164269
oro164270,oro164270,PRJNA518082,not collected,not collected,feces metagenome,2016-10-05,USA: Chichester NH,not applicable,libD,sample,oro164270
oro164272,oro164272,PRJNA518082,not collected,not collected,feces metagenome,2016-10-05,USA: Chichester NH,not applicable,libD,sample,oro164272
oro164273,oro164273,PRJNA518082,not collected,not collected,feces metagenome,2016-10-05,USA: Chichester NH,not applicable,libD,sample,oro164273
oro164274,oro164274,PRJNA518082,not collected,not collected,feces metagenome,2016-10-05,USA: Chichester NH,not applicable,libD,sample,oro164274
oro164275,oro164275,PRJNA518082,not collected,not collected,feces metagenome,2016-10-05,USA: Chichester NH,not applicable,libD,sample,oro164275
oro164276,oro164276,PRJNA518082,not collected,not collected,feces metagenome,2016-10-05,USA: Chichester NH,not applicable,libD,sample,oro164276
oro164277,oro164277,PRJNA518082,not collected,not collected,feces metagenome,2016-10-05,USA: Chichester NH,not applicable,libD,sample,oro164277
oro164278,oro164278,PRJNA518082,not collected,not collected,feces metagenome,2016-10-05,USA: Chichester NH,not applicable,libD,sample,oro164278
oro164279,oro164279,PRJNA518082,not collected,not collected,feces metagenome,2016-10-05,USA: Chichester NH,not applicable,libD,sample,oro164279
oro164280,oro164280,PRJNA518082,not collected,not collected,feces metagenome,2016-10-05,USA: Chichester NH,not applicable,libD,sample,oro164280
oro164281,oro164281,PRJNA518082,not collected,not collected,feces metagenome,2016-10-05,USA: Chichester NH,not applicable,libD,sample,oro164281
oro164284,oro164284,PRJNA518082,not collected,not collected,feces metagenome,2016-08-01,USA: Hopkinton NH,not applicable,libC,sample,oro164284
oro164285,oro164285,PRJNA518082,not collected,not collected,feces metagenome,2016-08-01,USA: Hopkinton NH,not applicable,libC,sample,oro164285
oro164286,oro164286,PRJNA518082,not collected,not collected,feces metagenome,2016-08-01,USA: Hopkinton NH,not applicable,libC,sample,oro164286
oro164287,oro164287,PRJNA518082,not collected,not collected,feces metagenome,2016-08-01,USA: Hopkinton NH,not applicable,libC,sample,oro164287
oro164288,oro164288,PRJNA518082,not collected,not collected,feces metagenome,2016-08-01,USA: Hopkinton NH,not applicable,libC,sample,oro164288
oro164289,oro164289,PRJNA518082,not collected,not collected,feces metagenome,2016-08-01,USA: Hopkinton NH,not applicable,libC,sample,oro164289
oro164291,oro164291,PRJNA518082,not collected,not collected,feces metagenome,2016-08-01,USA: Hopkinton NH,not applicable,libC,sample,oro164291
oro164294,oro164294,PRJNA518082,not collected,not collected,feces metagenome,2016-08-01,USA: Hopkinton NH,not applicable,libC,sample,oro164294
oro164295,oro164295,PRJNA518082,not collected,not collected,feces metagenome,2016-08-01,USA: Hopkinton NH,not applicable,libC,sample,oro164295
oro164296,oro164296,PRJNA518082,not collected,not collected,feces metagenome,2016-08-07,USA: Hopkinton NH,not applicable,libC,sample,oro164296
oro164297,oro164297,PRJNA518082,not collected,not collected,feces metagenome,2016-08-07,USA: Hopkinton NH,not applicable,libC,sample,oro164297
oro164299,oro164299,PRJNA518082,not collected,not collected,feces metagenome,2016-08-07,USA: Hopkinton NH,not applicable,libC,sample,oro164299
oro164302,oro164302,PRJNA518082,not collected,not collected,feces metagenome,2016-08-07,USA: Hopkinton NH,not applicable,libC,sample,oro164302
oro164303,oro164303,PRJNA518082,not collected,not collected,feces metagenome,2016-08-07,USA: Hopkinton NH,not applicable,libC,sample,oro164303
oro164304,oro164304,PRJNA518082,not collected,not collected,feces metagenome,2016-08-07,USA: Hopkinton NH,not applicable,libC,sample,oro164304
oro164305,oro164305,PRJNA518082,not collected,not collected,feces metagenome,2016-08-07,USA: Hopkinton NH,not applicable,libC,sample,oro164305
oro164306,oro164306,PRJNA518082,not collected,not collected,feces metagenome,2016-08-07,USA: Hopkinton NH,not applicable,libC,sample,oro164306
oro164307,oro164307,PRJNA518082,not collected,not collected,feces metagenome,2016-08-07,USA: Hopkinton NH,not applicable,libC,sample,oro164307
oro164308,oro164308,PRJNA518082,not collected,not collected,feces metagenome,2016-08-15,USA: Hopkinton NH,not applicable,libC,sample,oro164308
oro164310,oro164310,PRJNA518082,not collected,not collected,feces metagenome,2016-08-15,USA: Hopkinton NH,not applicable,libC,sample,oro164310
oro164385,oro164385,PRJNA518082,not collected,not collected,feces metagenome,2016-09-30,USA: Holderness NH,not applicable,libD,sample,oro164385
oro164386,oro164386,PRJNA518082,not collected,not collected,feces metagenome,2016-09-30,USA: Holderness NH,not applicable,libD,sample,oro164386
oro164387,oro164387,PRJNA518082,not collected,not collected,feces metagenome,2016-09-30,USA: Holderness NH,not applicable,libD,sample,oro164387
oro164388,oro164388,PRJNA518082,not collected,not collected,feces metagenome,2016-10-06,USA: Holderness NH,not applicable,libD,sample,oro164388
oro164389,oro164389,PRJNA518082,not collected,not collected,feces metagenome,2016-10-06,USA: Holderness NH,not applicable,libD,sample,oro164389
oro164390,oro164390,PRJNA518082,not collected,not collected,feces metagenome,2016-10-06,USA: Holderness NH,not applicable,libD,sample,oro164390
oro164391,oro164391,PRJNA518082,not collected,not collected,feces metagenome,2016-10-06,USA: Holderness NH,not applicable,libD,sample,oro164391
oro164392,oro164392,PRJNA518082,not collected,not collected,feces metagenome,2016-10-06,USA: Holderness NH,not applicable,libD,sample,oro164392
oro164393,oro164393,PRJNA518082,not collected,not collected,feces metagenome,2016-10-06,USA: Holderness NH,not applicable,libD,sample,oro164393
oro164394,oro164394,PRJNA518082,not collected,not collected,feces metagenome,2016-10-06,USA: Holderness NH,not applicable,libD,sample,oro164394
negoro43B02,negoro43B02,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libD,ncontrol,negoro43B02
negoro43D04,negoro43D04,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libD,ncontrol,negoro43D04
negoro43F06,negoro43F06,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libD,ncontrol,negoro43F06
negoro43G07,negoro43G07,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libD,ncontrol,negoro43G07
oro164486,oro164486,PRJNA518082,not collected,not collected,feces metagenome,2016-09-04,USA: Epsom NH,not applicable,libC,sample,oro164486
oro164488,oro164488,PRJNA518082,not collected,not collected,feces metagenome,2016-09-04,USA: Epsom NH,not applicable,libC,sample,oro164488
oro164489,oro164489,PRJNA518082,not collected,not collected,feces metagenome,2016-09-04,USA: Epsom NH,not applicable,libC,sample,oro164489
oro164490,oro164490,PRJNA518082,not collected,not collected,feces metagenome,2016-09-04,USA: Epsom NH,not applicable,libC,sample,oro164490
oro164491,oro164491,PRJNA518082,not collected,not collected,feces metagenome,2016-09-04,USA: Epsom NH,not applicable,libC,sample,oro164491
oro164492,oro164492,PRJNA518082,not collected,not collected,feces metagenome,2016-09-04,USA: Epsom NH,not applicable,libC,sample,oro164492
oro164494,oro164494,PRJNA518082,not collected,not collected,feces metagenome,2016-09-04,USA: Epsom NH,not applicable,libC,sample,oro164494
oro164495,oro164495,PRJNA518082,not collected,not collected,feces metagenome,2016-09-04,USA: Epsom NH,not applicable,libC,sample,oro164495
oro164496,oro164496,PRJNA518082,not collected,not collected,feces metagenome,2016-09-12,USA: Epsom NH,not applicable,libC,sample,oro164496
oro164497,oro164497,PRJNA518082,not collected,not collected,feces metagenome,2016-09-12,USA: Epsom NH,not applicable,libC,sample,oro164497
oro164498,oro164498,PRJNA518082,not collected,not collected,feces metagenome,2016-09-12,USA: Epsom NH,not applicable,libC,sample,oro164498
oro164499,oro164499,PRJNA518082,not collected,not collected,feces metagenome,2016-09-12,USA: Epsom NH,not applicable,libC,sample,oro164499
oro164500,oro164500,PRJNA518082,not collected,not collected,feces metagenome,2016-09-12,USA: Epsom NH,not applicable,libC,sample,oro164500
oro164501,oro164501,PRJNA518082,not collected,not collected,feces metagenome,2016-09-12,USA: Epsom NH,not applicable,libC,sample,oro164501
oro164502,oro164502,PRJNA518082,not collected,not collected,feces metagenome,2016-09-12,USA: Epsom NH,not applicable,libC,sample,oro164502
oro164503,oro164503,PRJNA518082,not collected,not collected,feces metagenome,2016-09-12,USA: Epsom NH,not applicable,libC,sample,oro164503
oro164504,oro164504,PRJNA518082,not collected,not collected,feces metagenome,2016-09-12,USA: Epsom NH,not applicable,libC,sample,oro164504
oro164505,oro164505,PRJNA518082,not collected,not collected,feces metagenome,2016-09-12,USA: Epsom NH,not applicable,libC,sample,oro164505
oro164506,oro164506,PRJNA518082,not collected,not collected,feces metagenome,2016-09-12,USA: Epsom NH,not applicable,libC,sample,oro164506
oro164507,oro164507,PRJNA518082,not collected,not collected,feces metagenome,2016-09-12,USA: Epsom NH,not applicable,libC,sample,oro164507
oro164508,oro164508,PRJNA518082,not collected,not collected,feces metagenome,2016-09-22,USA: Epsom NH,not applicable,libC,sample,oro164508
oro164509,oro164509,PRJNA518082,not collected,not collected,feces metagenome,2016-09-22,USA: Epsom NH,not applicable,libC,sample,oro164509
oro164510,oro164510,PRJNA518082,not collected,not collected,feces metagenome,2016-09-22,USA: Epsom NH,not applicable,libC,sample,oro164510
oro164511,oro164511,PRJNA518082,not collected,not collected,feces metagenome,2016-09-22,USA: Epsom NH,not applicable,libC,sample,oro164511
oro164512,oro164512,PRJNA518082,not collected,not collected,feces metagenome,2016-09-22,USA: Epsom NH,not applicable,libC,sample,oro164512
oro164513,oro164513,PRJNA518082,not collected,not collected,feces metagenome,2016-09-22,USA: Epsom NH,not applicable,libC,sample,oro164513
oro164514,oro164514,PRJNA518082,not collected,not collected,feces metagenome,2016-09-22,USA: Epsom NH,not applicable,libC,sample,oro164514
oro164515,oro164515,PRJNA518082,not collected,not collected,feces metagenome,2016-09-22,USA: Epsom NH,not applicable,libC,sample,oro164515
oro164516,oro164516,PRJNA518082,not collected,not collected,feces metagenome,2016-09-22,USA: Epsom NH,not applicable,libC,sample,oro164516
oro164517,oro164517,PRJNA518082,not collected,not collected,feces metagenome,2016-09-22,USA: Epsom NH,not applicable,libC,sample,oro164517
oro164518,oro164518,PRJNA518082,not collected,not collected,feces metagenome,2016-09-22,USA: Epsom NH,not applicable,libC,sample,oro164518
oro164519,oro164519,PRJNA518082,not collected,not collected,feces metagenome,2016-09-22,USA: Epsom NH,not applicable,libC,sample,oro164519
oro164520,oro164520,PRJNA518082,not collected,not collected,feces metagenome,2016-09-25,USA: Epsom NH,not applicable,libC,sample,oro164520
oro164521,oro164521,PRJNA518082,not collected,not collected,feces metagenome,2016-09-25,USA: Epsom NH,not applicable,libC,sample,oro164521
oro164522,oro164522,PRJNA518082,not collected,not collected,feces metagenome,2016-09-25,USA: Epsom NH,not applicable,libC,sample,oro164522
oro164523,oro164523,PRJNA518082,not collected,not collected,feces metagenome,2016-09-25,USA: Epsom NH,not applicable,libC,sample,oro164523
oro164524,oro164524,PRJNA518082,not collected,not collected,feces metagenome,2016-09-25,USA: Epsom NH,not applicable,libC,sample,oro164524
