*sample_name	sample_title	bioproject_accession	*organism	*collection_date	*env_broad_scale	*env_local_scale	*env_medium	*geo_loc_name	*host	*lat_lon	SampleType	Library
oro164304		SUB5109424	not collected	2016-08-07	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164305		SUB5109424	not collected	2016-08-07	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164306		SUB5109424	not collected	2016-08-07	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164307		SUB5109424	not collected	2016-08-07	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164308		SUB5109424	not collected	2016-08-15	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164310		SUB5109424	not collected	2016-08-15	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164385		SUB5109424	not collected	2016-09-30	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libD
oro164386		SUB5109424	not collected	2016-09-30	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libD
oro164387		SUB5109424	not collected	2016-09-30	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libD
oro164388		SUB5109424	not collected	2016-10-06	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libD
oro164389		SUB5109424	not collected	2016-10-06	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libD
oro164390		SUB5109424	not collected	2016-10-06	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libD
oro164391		SUB5109424	not collected	2016-10-06	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libD
oro164392		SUB5109424	not collected	2016-10-06	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libD
oro164393		SUB5109424	not collected	2016-10-06	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libD
oro164394		SUB5109424	not collected	2016-10-06	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libD
negoro43B02		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libD
negoro43D04		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libD
negoro43F06		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libD
negoro43G07		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libD
oro164486		SUB5109424	not collected	2016-09-04	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164488		SUB5109424	not collected	2016-09-04	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164489		SUB5109424	not collected	2016-09-04	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164490		SUB5109424	not collected	2016-09-04	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164491		SUB5109424	not collected	2016-09-04	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164492		SUB5109424	not collected	2016-09-04	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164494		SUB5109424	not collected	2016-09-04	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164495		SUB5109424	not collected	2016-09-04	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164496		SUB5109424	not collected	2016-09-12	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164497		SUB5109424	not collected	2016-09-12	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164498		SUB5109424	not collected	2016-09-12	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164499		SUB5109424	not collected	2016-09-12	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164500		SUB5109424	not collected	2016-09-12	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164501		SUB5109424	not collected	2016-09-12	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164502		SUB5109424	not collected	2016-09-12	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164503		SUB5109424	not collected	2016-09-12	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164504		SUB5109424	not collected	2016-09-12	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164505		SUB5109424	not collected	2016-09-12	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164506		SUB5109424	not collected	2016-09-12	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164507		SUB5109424	not collected	2016-09-12	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164508		SUB5109424	not collected	2016-09-22	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164509		SUB5109424	not collected	2016-09-22	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164510		SUB5109424	not collected	2016-09-22	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164511		SUB5109424	not collected	2016-09-22	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164512		SUB5109424	not collected	2016-09-22	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164513		SUB5109424	not collected	2016-09-22	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164514		SUB5109424	not collected	2016-09-22	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164515		SUB5109424	not collected	2016-09-22	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164516		SUB5109424	not collected	2016-09-22	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164517		SUB5109424	not collected	2016-09-22	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164518		SUB5109424	not collected	2016-09-22	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164519		SUB5109424	not collected	2016-09-22	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164520		SUB5109424	not collected	2016-09-25	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164521		SUB5109424	not collected	2016-09-25	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164522		SUB5109424	not collected	2016-09-25	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164523		SUB5109424	not collected	2016-09-25	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164524		SUB5109424	not collected	2016-09-25	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164525		SUB5109424	not collected	2016-09-25	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164526		SUB5109424	not collected	2016-09-25	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164527		SUB5109424	not collected	2016-09-25	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164528		SUB5109424	not collected	2016-09-25	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164529		SUB5109424	not collected	2016-09-25	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164530		SUB5109424	not collected	2016-09-25	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
oro164531		SUB5109424	not collected	2016-09-25	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libC
negoro45A01		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libD
negoro45B02		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libD
negoro45C03		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libD
negoro45D04		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libD
negoro45E05		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libD
negbri45F06		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libD
negbri45G07		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libD
negbri45H08		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libD
oro169127		SUB5109424	not collected	2016-10-28	not collected	not collected	not collected	Fox State Forest NH	not collected	not collected	sample	libD
